timestamp,impl,op,load_factor,metric,value,unit,tag
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.01,median,3439.404786,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.01,std_dev,885.525498,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.01,throughput_ops_per_sec,40910857.276236,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.25,mean,3813.572805,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.25,median,4144.271558,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.25,std_dev,870.024028,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.25,throughput_ops_per_sec,33564325.778525,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.50,mean,5702.355519,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.50,median,6051.851488,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.50,std_dev,1297.437425,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.50,throughput_ops_per_sec,22446864.209632,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.75,mean,9991.599204,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.75,median,11318.428001,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.75,std_dev,3714.489750,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,insert_marginal,0.75,throughput_ops_per_sec,12810762.060307,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.01,mean,5.736085,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.01,median,5.767929,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.01,std_dev,0.373935,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.01,throughput_ops_per_sec,174334920.057031,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.25,mean,7.231786,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.25,median,7.344892,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.25,std_dev,0.430079,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.25,throughput_ops_per_sec,138278426.513779,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.50,mean,10.499559,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.50,median,10.784067,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.50,std_dev,0.749362,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.50,throughput_ops_per_sec,95242098.507733,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.75,mean,15.098076,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.75,median,15.235223,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.75,std_dev,1.484506,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_hit,0.75,throughput_ops_per_sec,66233606.748366,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.01,mean,5.472053,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.01,median,5.596555,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.01,std_dev,0.355411,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.01,throughput_ops_per_sec,182746784.562817,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.25,mean,9.609763,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.25,median,9.200288,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.25,std_dev,2.519235,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.25,throughput_ops_per_sec,104060840.682076,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.50,mean,18.744137,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.50,median,19.073714,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.50,std_dev,1.347547,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.50,throughput_ops_per_sec,53350016.109159,ops/s,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.75,mean,26.607447,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.75,median,27.411298,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.75,std_dev,1.742764,ns,preferred linear SIMD/NEON
2026-02-25T09:57:11.537607+00:00,radix_tree,lookup_miss,0.75,throughput_ops_per_sec,37583462.515388,ops/s,preferred linear SIMD/NEON
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.01,mean,2664.253258,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.01,median,2905.236553,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.01,std_dev,627.322008,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.01,throughput_ops_per_sec,48043480.716202,ops/s,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.25,mean,3044.889296,ns,prefetching
2026-02-25T11:15:32.495232+00:00,radix_tree,insert_marginal,0.25,median,3363.615751,ns,prefetching
